,Date,Day,Month,Year,DayOfWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,H14,A14,Attendance,Strictness,Season,Round,Hpts,Apts,HTS,ATS,HGSR,AGSR,Home_DS,Away_DS,Home_Form_Points,Away_Form_Points,Home_Goal_Diff_Form,Away_Goal_Diff_Form,Home_Win_Streak,Away_Win_Streak,Home_H2H_Win_Rate,Away_H2H_Win_Rate,HTV($m),ATV($m),HTPos_avg,ATPos_avg,HSPE (%),HPE (%),ASPE (%),APE (%)
5109,23/12/2013,23,12,2013,2,Arsenal,Chelsea,0.0,0.0,D,0.0,0.0,D,M Dean,7.0,13.0,2.0,4.0,8.0,6.0,7.0,11.0,2.0,1.0,0.0,0.0,2,2,"60,039",14.595365418894800,2013,17,35,33,1.9980392156862700,2.033333333333330,1.9490196078431400,1.8705882352941200,0.9784313725490200,0.8431372549019610,2.0,2.2,10.0,10.0,0,1,0.19230769230769200,0.15384615384615400,385.75,584.2,,,-1.309677072,-0.772018542,-0.21374705,-0.07281687
5110,26/12/2013,26,12,2013,5,Aston Villa,Crystal Palace,0.0,1.0,A,0.0,0.0,D,H Webb,10.0,12.0,4.0,7.0,7.0,5.0,11.0,8.0,2.0,2.0,0.0,0.0,2,2,"37,752",13.225589225589200,2013,18,19,13,1.3228962818003900,0.8363636363636360,1.24853228962818,0.9454545454545450,1.3131115459882600,1.6181818181818200,0.9,1.0,-7.0,-8.0,0,0,0.0,0.0,109.5,68.7,,,-0.289175432,-0.562009017,0.144537765,1.993902359
5111,26/12/2013,26,12,2013,5,Cardiff,Southampton,0.0,3.0,A,0.0,3.0,A,A Marriner,9.0,11.0,0.0,6.0,6.0,3.0,11.0,13.0,1.0,2.0,0.0,0.0,2,2,"27,929",12.510204081632700,2013,18,17,24,1.0,1.1959183673469400,0.7647058823529410,1.1795918367346900,1.4705882352941200,1.3755102040816300,0.9,1.0,-10.0,-1.0,0,0,0.0,0.0,87.9,131.5,,,2.158894613,-1.038030607,-0.066758408,-0.437178181
5112,26/12/2013,26,12,2013,5,Chelsea,Swansea,1.0,0.0,H,1.0,0.0,H,M Jones,19.0,8.0,7.0,1.0,13.0,7.0,14.0,9.0,1.0,0.0,0.0,0.0,2,3,"41,111",12.673267326732700,2013,18,34,20,2.031311154598830,1.2150537634408600,1.8669275929549900,1.2258064516129000,0.8414872798434440,1.3440860215053800,2.0,1.3,8.0,3.0,0,0,0.5,0.0,584.2,128.93,,,-0.21374705,-0.07281687,-0.264567591,0.239033116
5113,26/12/2013,26,12,2013,5,Everton,Sunderland,0.0,1.0,A,0.0,1.0,A,L Probert,26.0,13.0,9.0,6.0,11.0,2.0,11.0,7.0,1.0,0.0,1.0,0.0,2,2,"39,193",10.065934065934100,2013,18,34,10,1.4637964774951100,0.9848866498740550,1.3091976516634100,0.964735516372796,1.1996086105675100,1.4634760705289700,2.2,0.9,12.0,-7.0,2,0,0.4,0.0,210.0,122.0,,,-0.329057105,-0.584392478,0.881497587,1.749492715
5114,26/12/2013,26,12,2013,5,Hull,Man United,2.0,3.0,A,2.0,2.0,D,M Oliver,17.0,13.0,5.0,4.0,6.0,5.0,12.0,14.0,2.0,2.0,0.0,1.0,2,2,"24,826",12.620320855615000,2013,18,20,28,0.9139784946236560,2.176125244618400,0.9354838709677420,2.019569471624270,1.7096774193548400,0.8590998043052840,0.9,1.8,-5.0,7.0,0,2,0.0,0.5,68.15,402.55,,,0.536944943,-0.450731243,-0.683877389,0.09741483
5115,26/12/2013,26,12,2013,5,Man City,Liverpool,2.0,1.0,H,2.0,1.0,H,L Mason,20.0,12.0,6.0,5.0,7.0,6.0,10.0,9.0,1.0,3.0,0.0,0.0,2,2,"47,351",12.292682926829300,2013,18,35,36,1.4968287526427100,1.786692759295500,1.4968287526427100,1.6516634050880600,1.200845665961950,0.9315068493150680,2.2,2.0,22.0,17.0,2,4,0.125,0.125,455.8,315.75,,,-0.336868979,-0.334482297,0.373441952,0.709185
5116,26/12/2013,26,12,2013,5,Newcastle,Stoke,5.0,1.0,H,1.0,1.0,D,M Atkinson,27.0,11.0,8.0,3.0,8.0,2.0,10.0,8.0,1.0,1.0,0.0,2.0,2,2,"51,665",12.947826086956500,2013,18,30,21,1.3763213530655400,1.1884057971014500,1.3340380549682900,0.9903381642512080,1.3911205073995800,1.3043478260869600,2.0,1.4,5.0,-1.0,1,1,0.25,0.125,172.3,104.7,,,-0.458429362,-0.657002239,-0.81366581,0.43431524
5117,26/12/2013,26,12,2013,5,Norwich,Fulham,1.0,2.0,A,1.0,1.0,D,J Moss,12.0,15.0,3.0,7.0,5.0,4.0,14.0,10.0,3.0,0.0,0.0,0.0,2,2,"26,811",12.934306569343100,2013,18,19,13,1.0916030534351100,1.1987315010570800,1.1450381679389300,1.1564482029598300,1.7557251908396900,1.3657505285412300,1.2,0.6,-10.0,-13.0,0,0,0.0,0.16666666666666700,89.3,112.65,,,-1.032683769,-0.979300671,1.445677356,-0.562009017
5118,26/12/2013,26,12,2013,5,Tottenham,West Brom,1.0,1.0,D,1.0,1.0,D,A Taylor,20.0,7.0,3.0,4.0,12.0,2.0,8.0,12.0,3.0,2.0,0.0,0.0,3,2,"35,545",14.102425876010800,2013,18,30,16,1.5088062622309200,0.9929328621908130,1.436399217221140,1.0742049469964700,1.2954990215264200,1.6042402826855100,1.7,0.7,-6.0,-6.0,1,0,0.2857142857142860,0.0,288.95,90.8,,,-0.185084265,0.606407612,-0.994400142,-0.657002239
5119,26/12/2013,26,12,2013,5,West Ham,Arsenal,1.0,3.0,A,0.0,0.0,D,P Dowd,12.0,29.0,5.0,8.0,0.0,10.0,11.0,6.0,1.0,1.0,0.0,0.0,2,2,"34,977",14.196078431372500,2013,18,14,36,1.1612090680100800,1.9960861056751500,1.146095717884130,1.9452054794520500,1.4760705289672500,0.9765166340508810,0.6,2.0,-10.0,10.0,0,0,0.05,0.25,109.5,385.75,,,0.367255353,-0.526921431,-1.309677072,-0.772018542
5120,28/12/2013,28,12,2013,7,Aston Villa,Swansea,1.0,1.0,D,1.0,1.0,D,R East,7.0,17.0,3.0,3.0,2.0,8.0,13.0,9.0,3.0,2.0,0.0,0.0,3,3,"37,028",12.571428571428600,2013,19,19,20,1.3203125,1.202127659574470,1.24609375,1.2127659574468100,1.3125,1.3404255319148900,0.9,1.0,-6.0,-2.0,0,0,0.25,0.25,109.5,128.93,,,-0.289175432,-0.562009017,-0.264567591,0.239033116
5121,28/12/2013,28,12,2013,7,Cardiff,Sunderland,2.0,2.0,D,1.0,0.0,H,C Foy,16.0,21.0,7.0,9.0,6.0,6.0,14.0,10.0,3.0,2.0,0.0,0.0,3,3,"27,247",10.931297709923700,2013,19,17,13,0.9444444444444440,0.9899497487437190,0.7222222222222220,0.964824120603015,1.5555555555555600,1.4597989949748700,0.9,1.2,-10.0,-2.0,0,1,0.0,0.0,87.9,122.0,,,2.158894613,-1.038030607,0.881497587,1.749492715
5122,28/12/2013,28,12,2013,7,Hull,Fulham,6.0,0.0,H,0.0,0.0,D,R Madley,21.0,5.0,13.0,2.0,6.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,3,3,"23,925",12.989247311828000,2013,19,20,16,0.9042553191489360,1.2025316455696200,0.9468085106382980,1.1582278481012700,1.7234042553191500,1.3649789029535900,0.9,0.6,-5.0,-15.0,0,1,0.5,0.0,68.15,112.65,,,0.536944943,-0.450731243,1.445677356,-0.562009017
5123,28/12/2013,28,12,2013,7,Man City,Crystal Palace,1.0,0.0,H,0.0,0.0,D,A Marriner,23.0,9.0,4.0,4.0,12.0,5.0,12.0,7.0,1.0,1.0,0.0,0.0,3,3,"47,107",12.510204081632700,2013,19,38,16,1.5,0.875,1.4978902953586500,0.9464285714285710,1.2004219409282700,1.5892857142857100,2.2,1.3,21.0,-4.0,3,1,0.5,0.0,455.8,68.7,,,-0.336868979,-0.334482297,0.144537765,1.993902359
5124,28/12/2013,28,12,2013,7,Norwich,Man United,0.0,1.0,A,0.0,0.0,D,P Dowd,15.0,7.0,4.0,3.0,8.0,3.0,11.0,10.0,4.0,3.0,0.0,0.0,3,3,"26,851",14.196078431372500,2013,19,19,31,1.0833333333333300,2.177734375,1.143939393939390,2.021484375,1.7575757575757600,0.861328125,1.2,2.0,-8.0,8.0,0,3,0.3333333333333330,0.16666666666666700,89.3,402.55,,,-1.032683769,-0.979300671,-0.683877389,0.09741483
5125,28/12/2013,28,12,2013,7,West Ham,West Brom,3.0,3.0,D,1.0,2.0,A,M Dean,16.0,22.0,6.0,7.0,6.0,5.0,10.0,13.0,3.0,2.0,0.0,0.0,3,3,"34,946",14.595365418894800,2013,19,14,17,1.1582914572864300,0.9929577464788730,1.1457286432160800,1.073943661971830,1.479899497487440,1.602112676056340,0.6,0.7,-10.0,-6.0,0,0,0.2,0.1,109.5,90.8,,,0.367255353,-0.526921431,-0.994400142,-0.657002239
5126,29/12/2013,29,12,2013,1,Chelsea,Liverpool,2.0,1.0,H,2.0,1.0,H,H Webb,11.0,8.0,5.0,4.0,4.0,2.0,17.0,17.0,4.0,1.0,0.0,0.0,2,3,"41,614",13.225589225589200,2013,19,37,36,2.033203125,1.783203125,1.865234375,1.650390625,0.83984375,0.93359375,2.0,1.9,6.0,16.0,1,0,0.2692307692307690,0.15384615384615400,584.2,315.75,,,-0.21374705,-0.07281687,0.373441952,0.709185
5127,29/12/2013,29,12,2013,1,Everton,Southampton,2.0,1.0,H,1.0,0.0,H,M Clattenburg,9.0,12.0,4.0,2.0,2.0,3.0,9.0,14.0,2.0,4.0,0.0,0.0,2,2,"39,092",13.01023890784980,2013,19,34,27,1.4609375,1.2032520325203300,1.306640625,1.1869918699187000,1.19921875,1.3699186991869900,1.9,1.2,10.0,2.0,0,1,0.3333333333333330,0.0,210.0,131.5,,,-0.329057105,-0.584392478,-0.066758408,-0.437178181
5128,29/12/2013,29,12,2013,1,Newcastle,Arsenal,0.0,1.0,A,0.0,0.0,D,L Probert,11.0,11.0,3.0,5.0,4.0,1.0,10.0,8.0,0.0,3.0,0.0,0.0,2,2,"52,161",10.065934065934100,2013,19,33,39,1.379746835443040,1.998046875,1.3417721518987300,1.947265625,1.390295358649790,0.9765625,2.2,2.0,9.0,9.0,2,1,0.041666666666666700,0.16666666666666700,172.3,385.75,,,-0.458429362,-0.657002239,-1.309677072,-0.772018542
5129,29/12/2013,29,12,2013,1,Tottenham,Stoke,3.0,0.0,H,1.0,0.0,H,K Friend,20.0,2.0,7.0,1.0,6.0,1.0,6.0,14.0,2.0,2.0,0.0,0.0,3,2,"36,072",13.529411764705900,2013,19,31,21,1.5078125,1.1826923076923100,1.435546875,0.9903846153846150,1.294921875,1.3221153846153800,1.5,1.3,-8.0,-5.0,0,0,0.2,0.1,288.95,104.7,,,-0.185084265,0.606407612,-0.81366581,0.43431524
5130,01/01/2014,1,1,2014,4,Arsenal,Cardiff,2.0,0.0,H,0.0,0.0,D,J Moss,28.0,8.0,6.0,2.0,12.0,2.0,6.0,11.0,1.0,2.0,0.0,0.0,3,3,"60,004",12.934306569343100,2013,20,42,18,2.0,0.9473684210526320,1.9454191033138400,0.7894736842105260,0.9746588693957110,1.5789473684210500,2.0,0.9,8.0,-10.0,2,0,0.0,0.0,385.75,87.9,,,-1.309677072,-0.772018542,2.158894613,-1.038030607
5131,01/01/2014,1,1,2014,4,Crystal Palace,Norwich,1.0,1.0,D,1.0,1.0,D,M Dean,13.0,8.0,4.0,5.0,9.0,4.0,12.0,10.0,2.0,1.0,0.0,1.0,3,3,"25,189",14.595365418894800,2013,20,16,19,0.8596491228070180,1.0751879699248100,0.9298245614035090,1.1353383458646600,1.5789473684210500,1.7518796992481200,1.3,1.1,-3.0,-9.0,0,0,0.0,0.0,68.7,89.3,,,0.144537765,1.993902359,-1.032683769,-0.979300671
5132,01/01/2014,1,1,2014,4,Fulham,West Ham,2.0,1.0,H,1.0,1.0,D,M Clattenburg,30.0,11.0,11.0,3.0,12.0,4.0,6.0,5.0,2.0,1.0,0.0,1.0,3,3,"25,335",13.01023890784980,2013,20,16,15,1.2,1.1578947368421100,1.1557894736842100,1.150375939849620,1.3747368421052600,1.4837092731829600,0.6,0.6,-19.0,-10.0,0,0,0.10526315789473700,0.3157894736842110,112.65,109.5,,,1.445677356,-0.562009017,0.367255353,-0.526921431
5133,01/01/2014,1,1,2014,4,Liverpool,Hull,2.0,0.0,H,1.0,0.0,H,C Pawson,17.0,10.0,6.0,0.0,3.0,4.0,15.0,15.0,1.0,2.0,0.0,0.0,3,3,"44,627",14.373983739837400,2013,20,36,23,1.7797270955165700,0.9263157894736840,1.6491228070175400,1.0,0.935672514619883,1.7052631578947400,1.6,1.2,12.0,2.0,0,1,0.2,0.0,315.75,68.15,,,0.373441952,0.709185,0.536944943,-0.450731243
5134,01/01/2014,1,1,2014,4,Man United,Tottenham,1.0,2.0,A,0.0,1.0,A,H Webb,16.0,9.0,6.0,4.0,13.0,2.0,7.0,7.0,2.0,1.0,0.0,0.0,3,3,"75,265",13.225589225589200,2013,20,34,34,2.179337231968810,1.510721247563350,2.0194931773879100,1.4385964912280700,0.8596491228070180,1.2923976608187100,2.0,1.5,8.0,-6.0,4,1,0.37037037037037000,0.037037037037037000,402.55,288.95,,,-0.683877389,0.09741483,-0.185084265,0.606407612
5135,01/01/2014,1,1,2014,4,Southampton,Chelsea,0.0,3.0,A,0.0,0.0,D,M Atkinson,12.0,11.0,2.0,5.0,6.0,8.0,13.0,10.0,4.0,1.0,0.0,0.0,3,3,"31,271",12.947826086956500,2013,20,27,40,1.1983805668016200,2.0350877192982500,1.1862348178137700,1.8654970760233900,1.3724696356275300,0.8401559454191030,0.9,2.0,-1.0,6.0,0,2,0.15384615384615400,0.23076923076923100,131.5,584.2,,,-0.066758408,-0.437178181,-0.21374705,-0.07281687
5136,01/01/2014,1,1,2014,4,Stoke,Everton,1.0,1.0,D,0.0,0.0,D,A Marriner,10.0,16.0,4.0,4.0,2.0,5.0,16.0,11.0,4.0,1.0,0.0,0.0,3,3,"25,832",12.510204081632700,2013,20,21,37,1.1770334928229700,1.4639376218323600,0.9856459330143540,1.307992202729050,1.3301435406698600,1.1988304093567300,1.3,1.9,-7.0,9.0,0,1,0.09090909090909090,0.09090909090909090,104.7,210.0,,,-0.81366581,0.43431524,-0.329057105,-0.584392478
5137,01/01/2014,1,1,2014,4,Sunderland,Aston Villa,0.0,1.0,A,0.0,1.0,A,M Jones,17.0,13.0,1.0,5.0,10.0,2.0,8.0,11.0,4.0,3.0,0.0,0.0,3,3,"39,757",12.673267326732700,2013,20,14,20,0.9899749373433580,1.3196881091617900,0.9674185463659150,1.2456140350877200,1.4611528822055100,1.3118908382066300,1.0,1.0,-3.0,-4.0,0,0,0.09523809523809520,0.19047619047619000,122.0,109.5,,,0.881497587,1.749492715,-0.289175432,-0.562009017
5138,01/01/2014,1,1,2014,4,Swansea,Man City,2.0,3.0,A,1.0,1.0,D,P Dowd,15.0,14.0,4.0,4.0,8.0,6.0,5.0,10.0,2.0,5.0,0.0,0.0,3,3,"20,498",14.196078431372500,2013,20,21,41,1.2,1.503157894736840,1.2105263157894700,1.496842105263160,1.3368421052631600,1.1978947368421100,1.0,2.5,-2.0,23.0,0,4,0.2,0.0,128.93,455.8,,,-0.264567591,0.239033116,-0.336868979,-0.334482297
5139,01/01/2014,1,1,2014,4,West Brom,Newcastle,1.0,0.0,H,0.0,0.0,D,L Mason,13.0,9.0,4.0,3.0,3.0,4.0,7.0,15.0,0.0,0.0,0.0,1.0,3,3,"26,430",12.292682926829300,2013,20,18,33,0.9929824561403510,1.3768421052631600,1.080701754385970,1.3389473684210500,1.6070175438596500,1.3894736842105300,0.8,2.2,-3.0,9.0,0,0,0.06666666666666670,0.2,90.8,172.3,,,-0.994400142,-0.657002239,-0.458429362,-0.657002239
5140,11/01/2014,11,1,2014,7,Cardiff,West Ham,0.0,2.0,A,0.0,1.0,A,L Mason,19.0,10.0,7.0,3.0,8.0,7.0,7.0,16.0,1.0,3.0,0.0,1.0,2,2,"27,750",12.292682926829300,2013,21,18,15,0.9,1.155,0.75,1.15,1.6,1.485,0.6,0.5,-13.0,-11.0,0,0,0.0,0.0,87.9,109.5,,,2.158894613,-1.038030607,0.367255353,-0.526921431
5141,11/01/2014,11,1,2014,7,Everton,Norwich,2.0,0.0,H,1.0,0.0,H,K Friend,23.0,12.0,5.0,3.0,10.0,5.0,7.0,14.0,1.0,2.0,0.0,0.0,2,2,"36,827",13.529411764705900,2013,21,38,20,1.4630350194552500,1.0746268656716400,1.3073929961089500,1.1343283582089600,1.198443579766540,1.7462686567164200,1.9,1.2,9.0,-2.0,0,0,0.14285714285714300,0.0,210.0,89.3,,,-0.329057105,-0.584392478,-1.032683769,-0.979300671
5142,11/01/2014,11,1,2014,7,Fulham,Sunderland,1.0,4.0,A,0.0,2.0,A,M Dean,17.0,10.0,5.0,6.0,10.0,6.0,15.0,13.0,3.0,3.0,0.0,0.0,2,2,"25,564",14.595365418894800,2013,21,19,14,1.203781512605040,0.9875,1.1575630252100800,0.965,1.3739495798319300,1.46,0.9,1.0,-16.0,-3.0,1,0,0.2631578947368420,0.10526315789473700,112.65,122.0,,,1.445677356,-0.562009017,0.881497587,1.749492715
5143,11/01/2014,11,1,2014,7,Hull,Chelsea,0.0,2.0,A,0.0,0.0,D,M Clattenburg,10.0,14.0,2.0,5.0,1.0,7.0,12.0,7.0,2.0,1.0,0.0,0.0,2,2,"24,924",13.01023890784980,2013,21,23,43,0.9166666666666670,2.036964980544750,0.9895833333333330,1.867704280155640,1.7083333333333300,0.8385214007782100,0.9,2.3,-1.0,11.0,0,3,0.0,0.2,68.15,584.2,,,0.536944943,-0.450731243,-0.21374705,-0.07281687
5144,11/01/2014,11,1,2014,7,Man United,Swansea,2.0,0.0,H,0.0,0.0,D,C Foy,16.0,13.0,5.0,2.0,3.0,5.0,9.0,10.0,0.0,2.0,0.0,0.0,2,2,"75,035",10.931297709923700,2013,21,34,21,2.1750972762645900,1.1875,2.017509727626460,1.21875,0.8618677042801560,1.3541666666666700,1.7,1.0,5.0,-2.0,0,0,0.4,0.0,402.55,128.93,,,-0.683877389,0.09741483,-0.264567591,0.239033116
5145,11/01/2014,11,1,2014,7,Southampton,West Brom,1.0,0.0,H,0.0,0.0,D,H Webb,18.0,4.0,5.0,2.0,4.0,4.0,11.0,17.0,1.0,2.0,0.0,0.0,2,2,"28,610",13.225589225589200,2013,21,27,21,1.1935483870967700,1.0,1.1814516129032300,1.0804195804195800,1.3790322580645200,1.6013986013986000,0.8,0.8,-4.0,-4.0,0,1,0.14285714285714300,0.14285714285714300,131.5,90.8,,,-0.066758408,-0.437178181,-0.994400142,-0.657002239
5146,11/01/2014,11,1,2014,7,Tottenham,Crystal Palace,2.0,0.0,H,0.0,0.0,D,M Oliver,10.0,14.0,4.0,2.0,5.0,11.0,12.0,12.0,1.0,2.0,0.0,0.0,2,2,"36,102",12.620320855615000,2013,21,37,17,1.5136186770428000,0.8620689655172410,1.4396887159533100,0.9310344827586210,1.2918287937743200,1.5689655172413800,1.7,1.4,-5.0,-1.0,2,0,0.0,0.0,288.95,68.7,,,-0.185084265,0.606407612,0.144537765,1.993902359
5147,12/01/2014,12,1,2014,1,Newcastle,Man City,0.0,2.0,A,0.0,1.0,A,M Jones,13.0,14.0,5.0,6.0,5.0,6.0,18.0,15.0,4.0,2.0,0.0,0.0,2,1,"49,423",12.673267326732700,2013,21,33,44,1.3739495798319300,1.5063025210084000,1.3361344537815100,1.5,1.388655462184870,1.199579831932770,1.9,2.5,6.0,17.0,0,5,0.17391304347826100,0.2608695652173910,172.3,455.8,,,-0.458429362,-0.657002239,-0.336868979,-0.334482297
5148,12/01/2014,12,1,2014,1,Stoke,Liverpool,3.0,5.0,A,2.0,2.0,D,A Taylor,13.0,13.0,4.0,9.0,11.0,2.0,10.0,8.0,1.0,1.0,0.0,0.0,2,2,"27,160",14.102425876010800,2013,21,22,39,1.1761904761904800,1.7821011673151800,0.9857142857142860,1.649805447470820,1.3285714285714300,0.933852140077821,1.3,1.9,-7.0,16.0,0,1,0.2727272727272730,0.0,104.7,315.75,,,-0.81366581,0.43431524,0.373441952,0.709185
5149,13/01/2014,13,1,2014,2,Aston Villa,Arsenal,1.0,2.0,A,0.0,2.0,A,N Swarbrick,11.0,8.0,5.0,4.0,3.0,5.0,12.0,9.0,2.0,2.0,0.0,0.0,1,1,"36,097",13.333333333333300,2013,21,23,45,1.3229571984435800,2.001945525291830,1.245136186770430,1.9455252918287900,1.3093385214007800,0.9727626459143970,1.2,2.0,-3.0,8.0,1,3,0.0,0.25925925925925900,109.5,385.75,,,-0.289175432,-0.562009017,-1.309677072,-0.772018542
5150,18/01/2014,18,1,2014,7,Arsenal,Fulham,2.0,0.0,H,0.0,0.0,D,L Probert,22.0,8.0,8.0,2.0,4.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,1,1,"60,000",10.065934065934100,2013,22,48,19,2.0038834951456300,1.20125786163522,1.945631067961170,1.1572327044025200,0.9728155339805830,1.379454926624740,2.3,0.9,10.0,-15.0,4,0,0.32,0.0,385.75,112.65,,,-1.309677072,-0.772018542,1.445677356,-0.562009017
5151,18/01/2014,18,1,2014,7,Crystal Palace,Stoke,1.0,0.0,H,0.0,0.0,D,M Clattenburg,12.0,17.0,6.0,2.0,4.0,3.0,9.0,13.0,0.0,2.0,0.0,0.0,1,1,"24,440",13.01023890784980,2013,22,17,22,0.847457627118644,1.1706161137440800,0.9152542372881360,0.995260663507109,1.576271186440680,1.3459715639810400,1.3,1.2,-3.0,-9.0,0,0,0.0,0.0,68.7,104.7,,,0.144537765,1.993902359,-0.81366581,0.43431524
5152,18/01/2014,18,1,2014,7,Liverpool,Aston Villa,2.0,2.0,D,1.0,2.0,A,J Moss,14.0,12.0,6.0,3.0,2.0,3.0,14.0,18.0,1.0,4.0,0.0,0.0,1,1,"44,737",12.934306569343100,2013,22,42,23,1.7844660194174800,1.3203883495145600,1.6563106796116500,1.2446601941747600,0.9378640776699030,1.3106796116504900,1.9,0.9,14.0,-6.0,2,0,0.25925925925925900,0.1111111111111110,315.75,109.5,,,0.373441952,0.709185,-0.289175432,-0.562009017
5153,18/01/2014,18,1,2014,7,Man City,Cardiff,4.0,2.0,H,2.0,1.0,H,N Swarbrick,24.0,7.0,9.0,6.0,10.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,1,1,"47,213",13.333333333333300,2013,22,47,18,1.509433962264150,0.8571428571428570,1.50104821802935,0.7142857142857140,1.1970649895178200,1.619047619047620,2.8,0.6,20.0,-13.0,6,0,0.0,0.0,455.8,87.9,,,-0.336868979,-0.334482297,2.158894613,-1.038030607
5154,18/01/2014,18,1,2014,7,Norwich,Hull,1.0,0.0,H,0.0,0.0,D,H Webb,25.0,10.0,4.0,0.0,10.0,8.0,8.0,16.0,1.0,2.0,0.0,1.0,1,1,"26,655",13.225589225589200,2013,22,20,23,1.0666666666666700,0.9072164948453610,1.125925925925930,0.979381443298969,1.7481481481481500,1.711340206185570,0.9,0.9,-6.0,0.0,0,0,0.0,0.0,89.3,68.15,,,-1.032683769,-0.979300671,0.536944943,-0.450731243
5155,18/01/2014,18,1,2014,7,Sunderland,Southampton,2.0,2.0,D,1.0,2.0,A,C Foy,10.0,17.0,5.0,8.0,4.0,7.0,8.0,8.0,2.0,0.0,0.0,0.0,1,1,"38,115",10.931297709923700,2013,22,17,30,0.9925187032418950,1.2008032128514100,0.972568578553616,1.180722891566270,1.458852867830420,1.3734939759036100,1.0,0.8,-1.0,-6.0,1,1,0.0,0.1111111111111110,122.0,131.5,,,0.881497587,1.749492715,-0.066758408,-0.437178181
5156,18/01/2014,18,1,2014,7,West Ham,Newcastle,1.0,3.0,A,1.0,2.0,A,A Marriner,11.0,19.0,2.0,9.0,4.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,1,1,"33,343",12.510204081632700,2013,22,18,33,1.1596009975062300,1.371069182389940,1.1521197007481300,1.3333333333333300,1.4812967581047400,1.389937106918240,0.8,1.6,-7.0,3.0,1,0,0.15789473684210500,0.15789473684210500,109.5,172.3,,,0.367255353,-0.526921431,-0.458429362,-0.657002239
5157,19/01/2014,19,1,2014,1,Chelsea,Man United,3.0,1.0,H,2.0,0.0,H,P Dowd,13.0,10.0,6.0,4.0,5.0,4.0,15.0,21.0,1.0,3.0,0.0,1.0,1,1,"41,615",14.196078431372500,2013,22,46,37,2.0388349514563100,2.1766990291262100,1.8679611650485400,2.0174757281553400,0.8368932038834950,0.8601941747572820,2.5,1.7,13.0,6.0,4,1,0.2222222222222220,0.07407407407407410,584.2,402.55,,,-0.21374705,-0.07281687,-0.683877389,0.09741483
5158,19/01/2014,19,1,2014,1,Swansea,Tottenham,1.0,3.0,A,0.0,1.0,A,M Atkinson,13.0,11.0,3.0,5.0,8.0,2.0,6.0,9.0,2.0,1.0,0.0,0.0,1,1,"20,769",12.947826086956500,2013,22,21,40,1.175257731958760,1.5165048543689300,1.2061855670103100,1.4407766990291300,1.3608247422680400,1.2893203883495100,0.9,2.0,-4.0,-2.0,0,3,0.0,0.2,128.93,288.95,,,-0.264567591,0.239033116,-0.185084265,0.606407612
5159,20/01/2014,20,1,2014,2,West Brom,Everton,1.0,1.0,D,0.0,1.0,A,M Oliver,14.0,13.0,6.0,4.0,4.0,2.0,16.0,12.0,3.0,2.0,0.0,0.0,1,1,"24,184",12.620320855615000,2013,22,21,41,0.9965156794425090,1.4660194174757300,1.0766550522648100,1.30873786407767,1.5993031358885000,1.196116504854370,0.7,2.1,-5.0,11.0,0,1,0.26666666666666700,0.2,90.8,210.0,,,-0.994400142,-0.657002239,-0.329057105,-0.584392478
5160,28/01/2014,28,1,2014,3,Crystal Palace,Hull,1.0,0.0,H,1.0,0.0,H,R East,13.0,13.0,3.0,4.0,8.0,3.0,14.0,8.0,4.0,0.0,0.0,1.0,1,1,"22,519",12.571428571428600,2013,23,20,23,0.8833333333333330,0.8979591836734690,0.9166666666666670,0.9693877551020410,1.55,1.7040816326530600,1.3,0.9,-3.0,0.0,1,0,0.0,0.0,68.7,68.15,,,0.144537765,1.993902359,0.536944943,-0.450731243
5161,28/01/2014,28,1,2014,3,Liverpool,Everton,4.0,0.0,H,3.0,0.0,H,M Atkinson,20.0,18.0,9.0,4.0,5.0,8.0,11.0,13.0,0.0,3.0,0.0,0.0,1,1,"44,450",12.947826086956500,2013,23,43,42,1.7829457364341100,1.4651162790697700,1.6569767441860500,1.308139534883720,0.939922480620155,1.195736434108530,1.9,2.1,14.0,11.0,0,0,0.2222222222222220,0.0,315.75,210.0,,,0.373441952,0.709185,-0.329057105,-0.584392478
5162,28/01/2014,28,1,2014,3,Man United,Cardiff,2.0,0.0,H,1.0,0.0,H,C Pawson,17.0,7.0,5.0,1.0,5.0,5.0,9.0,9.0,0.0,1.0,0.0,0.0,1,1,"75,301",14.373983739837400,2013,23,37,18,2.1724806201550400,0.8181818181818180,2.0155038759689900,0.7727272727272730,0.8643410852713180,1.7272727272727300,1.6,0.5,4.0,-15.0,0,0,0.0,0.0,402.55,87.9,,,-0.683877389,0.09741483,2.158894613,-1.038030607
5163,28/01/2014,28,1,2014,3,Norwich,Newcastle,0.0,0.0,D,0.0,0.0,D,C Foy,9.0,22.0,2.0,3.0,7.0,7.0,13.0,7.0,1.0,1.0,1.0,1.0,1,1,"26,762",10.931297709923700,2013,23,23,36,1.0808823529411800,1.3744769874477000,1.125,1.3368200836820100,1.7352941176470600,1.389121338912130,1.2,1.6,-4.0,4.0,1,1,0.2857142857142860,0.0,89.3,172.3,,,-1.032683769,-0.979300671,-0.458429362,-0.657002239
