,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,H14,A14,Attendance,Strictness,Season,Round,Hpts,Apts,HTS,ATS,HGSR,AGSR,Home_DS,Away_DS,Home_Form_Points,Away_Form_Points,Home_Goal_Diff_Form,Away_Goal_Diff_Form,Home_Win_Streak,Away_Win_Streak,Home_H2H_Win_Rate,Away_H2H_Win_Rate,HTV($m),ATV($m),HTPos_avg,ATPos_avg,HSPE (%),HPE (%),ASPE (%),APE (%)
2988,06/04/2008,Middlesbrough,Man United,2.0,2.0,D,1.0,1.0,D,M Riley,12.0,15.0,7.0,7.0,4.0,10.0,20.0,11.0,3.0,1.0,0.0,0.0,1,3,,14.965853658536586,2007,33,33,70,1.221476510067114,2.1476510067114094,1.1543624161073827,1.9630872483221478,1.2919463087248322,0.8288590604026845,1.3,2.5,0.0,20.0,0,6,0.13333333333333333,0.3333333333333333,120.9,354.55,,,,,,
2989,08/04/2008,West Ham,Portsmouth,0.0,1.0,A,0.0,0.0,D,L Probert,10.0,18.0,8.0,9.0,7.0,4.0,16.0,11.0,0.0,0.0,0.0,0.0,1,1,,10.065934065934066,2007,33,43,51,1.2477477477477477,1.2445652173913044,1.1576576576576576,1.184782608695652,1.436936936936937,1.358695652173913,1.1,1.9,-11.0,4.0,0,1,0.0,0.4,120.0,141.3,,,,,,
2990,12/04/2008,Birmingham,Everton,1.0,1.0,D,0.0,0.0,D,S Bennett,14.0,13.0,7.0,6.0,11.0,1.0,9.0,6.0,1.0,1.0,0.0,0.0,2,2,,13.553719008264462,2007,34,29,59,1.1189189189189188,1.3779264214046822,1.027027027027027,1.214046822742475,1.318918918918919,1.2709030100334449,1.0,1.8,-2.0,5.0,0,1,0.1111111111111111,0.2222222222222222,82.5,155.3,,,,,,
2991,12/04/2008,Bolton,West Ham,1.0,0.0,H,0.0,0.0,D,P Walton,12.0,11.0,9.0,7.0,12.0,5.0,12.0,11.0,1.0,1.0,0.0,0.0,2,2,,11.384615384615385,2007,34,24,43,1.2758620689655173,1.242152466367713,1.1800766283524904,1.1524663677130045,1.371647509578544,1.4349775784753362,0.5,0.8,-12.0,-13.0,0,0,0.4444444444444444,0.0,104.2,120.0,,,,,,
2992,12/04/2008,Derby,Aston Villa,0.0,6.0,A,0.0,3.0,A,K Stroud,8.0,16.0,5.0,12.0,3.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,2,2,"33,006",11.764705882352942,2007,34,10,45,0.7614678899082569,1.3244147157190636,0.7889908256880734,1.2307692307692308,1.7431192660550459,1.2474916387959867,0.4,1.2,-13.0,0.0,0,1,0.4,0.0,50.4,112.1,,,,,,
2993,12/04/2008,Portsmouth,Newcastle,0.0,0.0,D,0.0,0.0,D,P Dowd,17.0,14.0,8.0,5.0,2.0,11.0,11.0,8.0,1.0,1.0,0.0,0.0,2,2,,14.196078431372548,2007,34,54,38,1.2540540540540541,1.4381270903010033,1.1837837837837837,1.354515050167224,1.3513513513513513,1.3177257525083612,1.9,1.1,3.0,-6.0,2,3,0.1111111111111111,0.0,141.3,135.2,,,,,,
2994,12/04/2008,Reading,Fulham,0.0,2.0,A,0.0,1.0,A,C Foy,4.0,16.0,0.0,8.0,4.0,7.0,11.0,5.0,0.0,1.0,0.0,0.0,2,2,,10.931297709923664,2007,34,31,23,1.2253521126760563,1.1455938697318007,1.2535211267605635,1.1379310344827587,1.5211267605633803,1.4329501915708813,1.0,0.9,-5.0,-7.0,0,0,0.3333333333333333,0.0,65.93,99.05,,,,,,
2995,12/04/2008,Sunderland,Man City,1.0,2.0,A,0.0,0.0,D,M Riley,12.0,7.0,7.0,5.0,6.0,2.0,13.0,12.0,3.0,2.0,0.0,0.0,2,2,,14.965853658536586,2007,34,36,48,0.9027027027027027,1.1954022988505748,0.8324324324324325,1.1455938697318007,1.491891891891892,1.314176245210728,1.6,0.9,2.0,-8.0,3,0,0.14285714285714285,0.2857142857142857,83.6,150.1,,,,,,
2996,12/04/2008,Tottenham,Middlesbrough,1.0,1.0,D,1.0,0.0,H,M Halsey,12.0,13.0,9.0,7.0,2.0,7.0,6.0,19.0,0.0,3.0,0.0,0.0,2,2,,8.69433962264151,2007,34,40,34,1.374581939799331,1.2207357859531773,1.3812709030100334,1.157190635451505,1.3879598662207357,1.294314381270903,1.3,1.3,2.0,0.0,0,0,0.26666666666666666,0.06666666666666667,220.5,120.9,,,,,,
2997,13/04/2008,Liverpool,Blackburn,3.0,1.0,H,0.0,0.0,D,A Wiley,17.0,7.0,9.0,3.0,5.0,1.0,12.0,10.0,1.0,0.0,0.0,0.0,4,1,,12.11111111111111,2007,34,55,43,1.8193979933110367,1.371647509578544,1.5953177257525084,1.2873563218390804,0.8862876254180602,1.2681992337164751,2.3,1.4,12.0,3.0,0,0,0.23076923076923078,0.0,305.65,90.85,,,,,,
2998,13/04/2008,Man United,Arsenal,2.0,1.0,H,0.0,0.0,D,H Webb,13.0,18.0,7.0,11.0,6.0,5.0,12.0,7.0,2.0,6.0,0.0,0.0,3,3,,13.225589225589225,2007,34,71,52,2.1438127090301005,2.0535117056856187,1.9632107023411371,1.9431438127090301,0.8327759197324415,0.9063545150501672,2.3,1.7,18.0,7.0,0,0,0.26666666666666666,0.13333333333333333,354.55,262.4,,,,,,
2999,14/04/2008,Chelsea,Wigan,1.0,1.0,D,0.0,0.0,D,A Marriner,19.0,6.0,10.0,5.0,9.0,3.0,10.0,17.0,0.0,2.0,0.0,0.0,3,1,,12.510204081632653,2007,34,67,34,2.0535117056856187,1.128440366972477,1.7892976588628762,1.0275229357798166,0.7859531772575251,1.4495412844036697,2.4,1.4,15.0,-1.0,3,1,0.4,0.0,434.35,77.75,,,,,,
3000,17/04/2008,Everton,Chelsea,0.0,1.0,A,0.0,1.0,A,M Atkinson,10.0,5.0,5.0,3.0,4.0,6.0,8.0,9.0,0.0,2.0,0.0,0.0,2,3,,12.947826086956521,2007,35,60,68,1.3766666666666667,2.05,1.2133333333333334,1.7866666666666666,1.27,0.7866666666666666,1.8,2.2,5.0,14.0,0,0,0.06666666666666667,0.26666666666666666,155.3,434.35,,,,,,
3001,19/04/2008,Arsenal,Reading,2.0,0.0,H,2.0,0.0,H,P Walton,19.0,4.0,12.0,2.0,12.0,4.0,7.0,15.0,0.0,3.0,0.0,0.0,3,2,,11.384615384615385,2007,35,52,31,2.046666666666667,1.2083333333333333,1.94,1.2361111111111112,0.91,1.5277777777777777,1.4,1.0,3.0,-6.0,0,0,0.3333333333333333,0.0,262.4,65.93,,,,,,
3002,19/04/2008,Blackburn,Man United,1.0,1.0,D,1.0,0.0,H,R Styles,4.0,13.0,3.0,10.0,3.0,8.0,14.0,12.0,1.0,1.0,0.0,0.0,2,3,,13.308056872037914,2007,35,43,74,1.366412213740458,2.1466666666666665,1.286259541984733,1.9633333333333334,1.2748091603053435,0.8333333333333334,1.3,2.3,1.0,17.0,0,1,0.23076923076923078,0.07692307692307693,90.85,354.55,,,,,,
3003,19/04/2008,Fulham,Liverpool,0.0,2.0,A,0.0,1.0,A,M Atkinson,10.0,16.0,6.0,7.0,3.0,3.0,9.0,10.0,1.0,0.0,0.0,0.0,2,3,,12.947826086956521,2007,35,26,58,1.1526717557251909,1.8233333333333333,1.1412213740458015,1.6,1.4274809160305344,0.8866666666666667,1.1,2.3,-5.0,11.0,1,1,0.23076923076923078,0.23076923076923078,99.05,305.65,,,,,,
3004,19/04/2008,Middlesbrough,Bolton,0.0,1.0,A,0.0,0.0,D,A Wiley,16.0,12.0,10.0,9.0,7.0,4.0,10.0,14.0,0.0,2.0,0.0,0.0,2,2,,12.11111111111111,2007,35,35,27,1.22,1.282442748091603,1.1566666666666667,1.1793893129770991,1.2933333333333332,1.366412213740458,1.1,0.7,-1.0,-11.0,0,1,0.3076923076923077,0.0,120.9,104.2,,,,,,
3005,19/04/2008,West Ham,Derby,2.0,1.0,H,1.0,0.0,H,S Tanner,12.0,12.0,8.0,8.0,5.0,11.0,11.0,13.0,2.0,1.0,0.0,0.0,2,2,,12.615384615384615,2007,35,43,10,1.2366071428571428,0.7545454545454545,1.1473214285714286,0.7818181818181819,1.4330357142857142,1.7818181818181817,0.8,0.3,-13.0,-19.0,0,0,0.4,0.0,120.0,50.4,,,,,,
3006,19/04/2008,Wigan,Tottenham,1.0,1.0,D,1.0,1.0,D,L Probert,13.0,15.0,7.0,12.0,2.0,6.0,8.0,9.0,2.0,1.0,0.0,0.0,2,2,,10.065934065934066,2007,35,35,41,1.1272727272727272,1.3733333333333333,1.0272727272727273,1.38,1.4454545454545455,1.3866666666666667,1.5,1.3,0.0,2.0,0,0,0.0,0.2,77.75,220.5,,,,,,
3007,20/04/2008,Aston Villa,Birmingham,5.0,1.0,H,2.0,0.0,H,M Clattenburg,16.0,11.0,9.0,6.0,7.0,8.0,11.0,20.0,0.0,1.0,0.0,0.0,1,1,,13.01023890784983,2007,35,48,30,1.33,1.118279569892473,1.2466666666666666,1.0268817204301075,1.2433333333333334,1.3172043010752688,1.4,1.1,6.0,0.0,2,0,0.1111111111111111,0.2222222222222222,112.1,82.5,,,,,,
3008,20/04/2008,Man City,Portsmouth,3.0,1.0,H,2.0,1.0,H,A Marriner,16.0,12.0,10.0,6.0,6.0,3.0,7.0,6.0,1.0,1.0,0.0,1.0,1,2,,12.510204081632653,2007,35,51,55,1.202290076335878,1.2526881720430108,1.1488549618320612,1.1774193548387097,1.3129770992366412,1.3440860215053763,1.1,2.0,-7.0,5.0,1,0,0.2222222222222222,0.0,150.1,141.3,,,,,,
3009,20/04/2008,Newcastle,Sunderland,2.0,0.0,H,2.0,0.0,H,M Dean,8.0,12.0,4.0,8.0,4.0,4.0,8.0,13.0,0.0,5.0,0.0,0.0,1,1,,14.595365418894831,2007,35,39,36,1.4366666666666668,0.8978494623655914,1.35,0.8333333333333334,1.3133333333333332,1.4946236559139785,1.2,1.3,-3.0,-1.0,0,0,0.2222222222222222,0.1111111111111111,135.2,83.6,,,,,,
3010,26/04/2008,Birmingham,Liverpool,2.0,2.0,D,1.0,0.0,H,P Walton,5.0,12.0,3.0,7.0,3.0,5.0,6.0,9.0,2.0,1.0,0.0,0.0,2,3,,11.384615384615385,2007,36,30,61,1.1122994652406417,1.8272425249169435,1.0267379679144386,1.601328903654485,1.3368983957219251,0.8837209302325582,1.0,2.5,-4.0,13.0,0,2,0.2222222222222222,0.1111111111111111,82.5,305.65,,,,,,
3011,26/04/2008,Chelsea,Man United,2.0,1.0,H,1.0,0.0,H,A Wiley,13.0,7.0,8.0,6.0,8.0,3.0,14.0,16.0,3.0,4.0,0.0,0.0,3,3,,12.11111111111111,2007,36,71,75,2.053156146179402,2.142857142857143,1.7840531561461794,1.9601328903654485,0.7840531561461794,0.8338870431893688,2.4,2.3,15.0,17.0,1,0,0.2,0.06666666666666667,434.35,354.55,,,,,,
3012,26/04/2008,Man City,Fulham,2.0,3.0,A,2.0,0.0,H,M Dean,10.0,18.0,5.0,13.0,3.0,4.0,9.0,7.0,0.0,1.0,0.0,0.0,2,2,,14.595365418894831,2007,36,54,26,1.209125475285171,1.1482889733840305,1.155893536121673,1.1368821292775666,1.311787072243346,1.429657794676806,1.4,0.8,-3.0,-8.0,2,0,0.18181818181818182,0.09090909090909091,150.1,99.05,,,,,,
3013,26/04/2008,Sunderland,Middlesbrough,3.0,2.0,H,2.0,1.0,H,S Bennett,10.0,10.0,5.0,6.0,7.0,1.0,13.0,9.0,3.0,2.0,0.0,0.0,2,2,,13.553719008264462,2007,36,36,35,0.893048128342246,1.2159468438538206,0.8288770053475936,1.1528239202657806,1.4973262032085561,1.2923588039867109,1.3,1.0,0.0,-2.0,0,0,0.1111111111111111,0.3333333333333333,83.6,120.9,,,,,,
3014,26/04/2008,Tottenham,Bolton,1.0,1.0,D,0.0,0.0,D,M Clattenburg,26.0,7.0,13.0,4.0,12.0,3.0,6.0,11.0,1.0,3.0,0.0,0.0,2,2,,13.01023890784983,2007,36,42,30,1.372093023255814,1.2889733840304183,1.3787375415282392,1.1787072243346008,1.3853820598006645,1.361216730038023,1.3,0.7,2.0,-12.0,0,2,0.3076923076923077,0.15384615384615385,220.5,104.2,,,,,,
3015,26/04/2008,West Ham,Newcastle,2.0,2.0,D,2.0,2.0,D,U Rennie,18.0,4.0,11.0,3.0,6.0,1.0,13.0,11.0,2.0,3.0,0.0,0.0,2,2,,10.586206896551724,2007,36,46,42,1.2444444444444445,1.441860465116279,1.1511111111111112,1.3521594684385383,1.431111111111111,1.308970099667774,1.0,1.4,-12.0,-1.0,1,1,0.18181818181818182,0.18181818181818182,120.0,135.2,,,,,,
3016,26/04/2008,Wigan,Reading,0.0,0.0,D,0.0,0.0,D,M Atkinson,12.0,7.0,5.0,2.0,6.0,5.0,18.0,13.0,2.0,4.0,0.0,0.0,2,2,,12.947826086956521,2007,36,36,31,1.1261261261261262,1.1917808219178083,1.027027027027027,1.2191780821917808,1.4414414414414414,1.5342465753424657,1.3,1.0,-1.0,-6.0,0,0,0.3333333333333333,0.0,77.75,65.93,,,,,,
3017,27/04/2008,Everton,Aston Villa,2.0,2.0,D,0.0,0.0,D,P Dowd,13.0,6.0,7.0,3.0,9.0,6.0,10.0,17.0,3.0,3.0,0.0,0.0,1,1,,14.196078431372548,2007,36,60,51,1.372093023255814,1.3355481727574752,1.2093023255813953,1.2591362126245846,1.2691029900332227,1.2425249169435215,1.7,1.7,4.0,11.0,0,3,0.26666666666666666,0.13333333333333333,155.3,112.1,,,,,,
3018,27/04/2008,Portsmouth,Blackburn,0.0,1.0,A,0.0,0.0,D,M Riley,15.0,12.0,6.0,9.0,8.0,7.0,20.0,12.0,2.0,2.0,0.0,0.0,1,2,,14.965853658536586,2007,36,55,44,1.2459893048128343,1.3650190114068441,1.1764705882352942,1.285171102661597,1.3529411764705883,1.273764258555133,1.9,1.3,3.0,1.0,0,0,0.1111111111111111,0.2222222222222222,141.3,90.85,,,,,,
3019,28/04/2008,Derby,Arsenal,2.0,6.0,A,1.0,2.0,A,A Marriner,12.0,20.0,10.0,11.0,5.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1,1,,12.510204081632653,2007,36,10,55,0.7477477477477478,2.0498338870431896,0.7837837837837838,1.9401993355481728,1.7837837837837838,0.9069767441860465,0.2,1.4,-20.0,3.0,0,1,0.0,0.4,50.4,262.4,,,,,,
3020,03/05/2008,Aston Villa,Wigan,0.0,2.0,A,0.0,0.0,D,R Styles,14.0,9.0,5.0,5.0,8.0,2.0,7.0,8.0,0.0,1.0,0.0,0.0,2,2,,13.308056872037914,2007,37,52,37,1.3344370860927153,1.125,1.2615894039735098,1.0178571428571428,1.2450331125827814,1.4285714285714286,1.5,1.4,8.0,1.0,0,0,0.0,0.2,112.1,77.75,,,,,,
3021,03/05/2008,Blackburn,Derby,3.0,1.0,H,1.0,1.0,D,U Rennie,25.0,6.0,14.0,3.0,10.0,1.0,12.0,17.0,0.0,0.0,0.0,0.0,2,2,,10.586206896551724,2007,37,47,10,1.371212121212121,0.7410714285714286,1.2840909090909092,0.7946428571428571,1.268939393939394,1.8214285714285714,1.6,0.2,4.0,-21.0,1,0,0.0,0.3333333333333333,90.85,50.4,,,,,,
3022,03/05/2008,Bolton,Sunderland,2.0,0.0,H,1.0,0.0,H,M Atkinson,4.0,5.0,2.0,4.0,3.0,1.0,11.0,12.0,1.0,0.0,0.0,0.0,2,2,,12.947826086956521,2007,37,31,39,1.2878787878787878,0.9042553191489362,1.178030303030303,0.8404255319148937,1.3598484848484849,1.5,0.8,1.3,-11.0,-1.0,0,1,0.14285714285714285,0.14285714285714285,104.2,83.6,,,,,,
3023,03/05/2008,Fulham,Birmingham,2.0,0.0,H,0.0,0.0,D,C Foy,9.0,2.0,6.0,0.0,2.0,8.0,10.0,12.0,2.0,5.0,0.0,0.0,2,2,,10.931297709923664,2007,37,29,31,1.1553030303030303,1.1117021276595744,1.143939393939394,1.0319148936170213,1.4318181818181819,1.3404255319148937,1.1,1.0,-6.0,-4.0,1,0,0.0,0.2222222222222222,99.05,82.5,,,,,,
3024,03/05/2008,Man United,West Ham,4.0,1.0,H,3.0,1.0,H,M Riley,8.0,9.0,4.0,5.0,4.0,2.0,15.0,16.0,1.0,3.0,1.0,0.0,4,2,,14.965853658536586,2007,37,75,47,2.1357615894039736,1.2433628318584071,1.9569536423841059,1.154867256637168,0.8377483443708609,1.4336283185840708,2.3,0.8,17.0,-13.0,0,0,0.2727272727272727,0.18181818181818182,354.55,120.0,,,,,,
3025,03/05/2008,Middlesbrough,Portsmouth,2.0,0.0,H,1.0,0.0,H,P Walton,11.0,13.0,7.0,8.0,7.0,5.0,16.0,11.0,1.0,1.0,0.0,0.0,2,2,,11.384615384615385,2007,37,35,55,1.2119205298013245,1.2393617021276595,1.1556291390728477,1.1702127659574468,1.2980132450331126,1.351063829787234,0.7,1.6,-4.0,1.0,0,0,0.0,0.1111111111111111,120.9,141.3,,,,,,
3026,03/05/2008,Reading,Tottenham,0.0,1.0,A,0.0,1.0,A,H Webb,13.0,13.0,6.0,7.0,10.0,1.0,10.0,7.0,1.0,0.0,0.0,0.0,2,2,,13.225589225589225,2007,37,32,43,1.1891891891891893,1.3708609271523178,1.2027027027027026,1.3774834437086092,1.5135135135135136,1.3841059602649006,1.1,1.1,-5.0,-1.0,0,0,0.3333333333333333,0.0,65.93,220.5,,,,,,
3027,04/05/2008,Arsenal,Everton,1.0,0.0,H,0.0,0.0,D,A Wiley,11.0,8.0,2.0,4.0,8.0,3.0,10.0,4.0,0.0,1.0,0.0,0.0,1,1,,12.11111111111111,2007,37,58,61,2.052980132450331,1.3708609271523178,1.9536423841059603,1.2119205298013245,0.9105960264900662,1.271523178807947,1.4,1.5,5.0,3.0,2,0,0.4,0.0,262.4,155.3,,,,,,
3028,04/05/2008,Liverpool,Man City,1.0,0.0,H,0.0,0.0,D,M Halsey,23.0,4.0,10.0,3.0,12.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,3,2,,8.69433962264151,2007,37,62,54,1.8245033112582782,1.2045454545454546,1.6026490066225165,1.1590909090909092,0.8874172185430463,1.3181818181818181,2.3,1.1,12.0,-5.0,0,0,0.38461538461538464,0.07692307692307693,305.65,150.1,,,,,,
3029,05/05/2008,Newcastle,Chelsea,0.0,2.0,A,0.0,0.0,D,S Bennett,13.0,18.0,5.0,9.0,1.0,6.0,13.0,15.0,2.0,2.0,0.0,0.0,1,3,,13.553719008264462,2007,37,43,74,1.4403973509933774,2.056291390728477,1.3543046357615893,1.7847682119205297,1.3112582781456954,0.7847682119205298,1.5,2.6,2.0,16.0,0,2,0.2,0.06666666666666667,135.2,434.35,,,,,,
3030,11/05/2008,Birmingham,Blackburn,4.0,1.0,H,1.0,0.0,H,H Webb,15.0,14.0,9.0,9.0,5.0,2.0,16.0,11.0,3.0,2.0,0.0,0.0,1,2,,13.225589225589225,2007,38,31,50,1.1058201058201058,1.3773584905660377,1.0264550264550265,1.290566037735849,1.343915343915344,1.2679245283018867,0.9,1.6,-6.0,3.0,0,2,0.2222222222222222,0.2222222222222222,82.5,90.85,,,,,,
3031,11/05/2008,Chelsea,Bolton,1.0,1.0,D,0.0,0.0,D,C Foy,19.0,6.0,12.0,4.0,9.0,2.0,12.0,8.0,1.0,3.0,0.0,0.0,2,1,,10.931297709923664,2007,38,77,34,2.0594059405940595,1.2943396226415094,1.7854785478547854,1.181132075471698,0.7821782178217822,1.3547169811320754,2.6,1.1,14.0,-6.0,3,1,0.23076923076923078,0.07692307692307693,434.35,104.2,,,,,,
3032,11/05/2008,Derby,Reading,0.0,4.0,A,0.0,1.0,A,M Riley,6.0,11.0,2.0,7.0,2.0,0.0,17.0,13.0,0.0,1.0,0.0,0.0,2,1,"33,087",14.965853658536586,2007,38,10,32,0.7345132743362832,1.1733333333333333,0.7964601769911505,1.1866666666666668,1.831858407079646,1.5066666666666666,0.2,1.1,-21.0,-5.0,0,0,0.0,0.0,50.4,65.93,,,,,,
3033,11/05/2008,Everton,Newcastle,3.0,1.0,H,1.0,0.0,H,P Walton,20.0,3.0,11.0,2.0,6.0,2.0,11.0,12.0,0.0,2.0,0.0,0.0,2,1,,11.384615384615385,2007,38,61,43,1.3663366336633664,1.4356435643564356,1.2079207920792079,1.3498349834983498,1.2706270627062706,1.3135313531353134,1.2,1.5,0.0,4.0,0,0,0.26666666666666666,0.06666666666666667,155.3,135.2,,,,,,
3034,11/05/2008,Middlesbrough,Man City,8.0,1.0,H,2.0,0.0,H,P Dowd,19.0,8.0,15.0,2.0,7.0,0.0,10.0,9.0,2.0,1.0,0.0,1.0,1,1,,14.196078431372548,2007,38,38,54,1.2178217821782178,1.2,1.1584158415841583,1.1547169811320754,1.2937293729372936,1.3169811320754716,1.0,1.1,-1.0,-4.0,1,0,0.23076923076923078,0.07692307692307693,120.9,150.1,,,,,,
3035,11/05/2008,Portsmouth,Fulham,0.0,1.0,A,0.0,0.0,D,M Clattenburg,15.0,7.0,10.0,4.0,5.0,6.0,13.0,11.0,0.0,0.0,0.0,0.0,2,1,,13.01023890784983,2007,38,55,32,1.2328042328042328,1.1622641509433962,1.164021164021164,1.1471698113207547,1.3544973544973544,1.4264150943396225,1.3,1.4,-2.0,-3.0,0,2,0.2222222222222222,0.0,141.3,99.05,,,,,,
3036,11/05/2008,Sunderland,Arsenal,0.0,1.0,A,0.0,1.0,A,K Stroud,13.0,12.0,5.0,8.0,3.0,4.0,14.0,12.0,1.0,1.0,0.0,0.0,1,2,,11.764705882352942,2007,38,39,61,0.8994708994708994,2.056105610561056,0.8359788359788359,1.9504950495049505,1.5026455026455026,0.9075907590759076,1.3,1.6,-2.0,6.0,0,3,0.1111111111111111,0.2222222222222222,83.6,262.4,,,,,,
3037,11/05/2008,Tottenham,Liverpool,0.0,2.0,A,0.0,0.0,D,U Rennie,6.0,18.0,3.0,12.0,8.0,4.0,11.0,9.0,1.0,1.0,0.0,0.0,1,2,,10.586206896551724,2007,38,46,65,1.3762376237623761,1.8283828382838283,1.3762376237623761,1.6006600660066006,1.3795379537953796,0.8844884488448845,1.4,2.3,3.0,11.0,1,1,0.2,0.13333333333333333,220.5,305.65,,,,,,
3038,11/05/2008,West Ham,Aston Villa,2.0,2.0,D,1.0,1.0,D,M Dean,16.0,13.0,8.0,8.0,7.0,8.0,9.0,21.0,2.0,2.0,0.0,0.0,1,2,,14.595365418894831,2007,38,47,52,1.2378854625550662,1.33003300330033,1.1541850220264318,1.2574257425742574,1.4449339207048457,1.2475247524752475,0.8,1.2,-12.0,5.0,0,0,0.09090909090909091,0.0,120.0,112.1,,,,,,
3039,11/05/2008,Wigan,Man United,0.0,2.0,A,0.0,1.0,A,S Bennett,15.0,11.0,6.0,6.0,5.0,12.0,10.0,5.0,3.0,2.0,0.0,0.0,1,2,,13.553719008264462,2007,38,40,78,1.1415929203539823,2.1386138613861387,1.0265486725663717,1.9636963696369636,1.415929203539823,0.8382838283828383,1.4,2.3,1.0,16.0,1,1,0.0,0.4,77.75,354.55,,,,,,
3040,16/08/2008,Arsenal,West Brom,1.0,0.0,H,1.0,0.0,H,H Webb,24.0,5.0,14.0,4.0,7.0,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0,0,,13.225589225589225,2008,1,0,0,2.0592105263157894,0.7894736842105263,1.9473684210526316,0.8421052631578947,0.9046052631578947,1.6140350877192982,1.8,0.4,7.0,-10.0,4,0,0.3333333333333333,0.0,311.45,66.1,,,,,,
3041,16/08/2008,Bolton,Stoke,3.0,1.0,H,3.0,0.0,H,C Foy,14.0,8.0,8.0,2.0,4.0,3.0,13.0,12.0,1.0,2.0,0.0,0.0,0,0,"22,232",10.931297709923664,2008,1,0,0,1.2932330827067668,0.0,1.1804511278195489,0.0,1.3533834586466165,0.0,1.2,0.0,-4.0,0.0,0,0,0.0,0.0,81.65,63.45,,,,,,
3042,16/08/2008,Everton,Blackburn,2.0,3.0,A,1.0,1.0,D,A Marriner,10.0,15.0,5.0,11.0,3.0,5.0,11.0,9.0,2.0,2.0,0.0,0.0,0,0,,12.510204081632653,2008,1,0,0,1.3717105263157894,1.3721804511278195,1.2138157894736843,1.2894736842105263,1.269736842105263,1.2781954887218046,1.2,1.3,0.0,-1.0,1,0,0.21428571428571427,0.21428571428571427,190.33,91.2,,,,,,
3043,16/08/2008,Hull,Fulham,2.0,1.0,H,1.0,1.0,D,P Walton,11.0,12.0,6.0,6.0,5.0,6.0,10.0,9.0,3.0,0.0,0.0,0.0,0,0,,11.384615384615385,2008,1,0,0,0.0,1.169172932330827,0.0,1.1466165413533835,0.0,1.4210526315789473,0.0,1.7,0.0,1.0,0,3,0.0,0.0,64.7,83.85,,,,,,
3044,16/08/2008,Middlesbrough,Tottenham,2.0,1.0,H,0.0,0.0,D,M Atkinson,14.0,8.0,10.0,5.0,7.0,9.0,11.0,12.0,1.0,2.0,0.0,0.0,0,0,,12.947826086956521,2008,1,0,0,1.2236842105263157,1.3717105263157894,1.180921052631579,1.3717105263157894,1.292763157894737,1.381578947368421,1.3,1.1,7.0,-3.0,2,0,0.1875,0.0625,85.45,278.8,,,,,,
3045,16/08/2008,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D,A Wiley,6.0,14.0,3.0,8.0,1.0,8.0,13.0,12.0,0.0,2.0,0.0,0.0,0,0,,12.11111111111111,2008,1,0,0,0.8947368421052632,1.832236842105263,0.8315789473684211,1.6019736842105263,1.5,0.881578947368421,1.2,2.3,-3.0,9.0,0,2,0.1,0.3,110.3,342.85,,,,,,
3046,16/08/2008,West Ham,Wigan,2.0,1.0,H,2.0,0.0,H,S Bennett,15.0,22.0,8.0,9.0,6.0,10.0,14.0,11.0,2.0,1.0,0.0,0.0,0,0,,13.553719008264462,2008,1,0,0,1.236842105263158,1.131578947368421,1.1578947368421053,1.0175438596491229,1.4473684210526316,1.4210526315789473,0.9,1.3,-8.0,-1.0,0,0,0.0,0.3333333333333333,133.9,103.75,,,,,,
3047,17/08/2008,Aston Villa,Man City,4.0,2.0,H,0.0,0.0,D,P Dowd,14.0,13.0,10.0,8.0,7.0,8.0,8.0,11.0,0.0,1.0,0.0,0.0,0,0,,14.196078431372548,2008,1,0,0,1.3289473684210527,1.1954887218045114,1.2598684210526316,1.1541353383458646,1.25,1.3421052631578947,1.2,1.0,5.0,-11.0,0,0,0.07142857142857142,0.21428571428571427,157.35,258.35,,,,,,
3048,17/08/2008,Chelsea,Portsmouth,4.0,0.0,H,3.0,0.0,H,M Dean,18.0,12.0,11.0,8.0,8.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,0,0,,14.595365418894831,2008,1,0,0,2.0559210526315788,1.2263157894736842,1.7828947368421053,1.1578947368421053,0.7828947368421053,1.3526315789473684,2.4,1.3,9.0,-1.0,0,0,0.5,0.0,448.55,152.6,,,,,,
3049,17/08/2008,Man United,Newcastle,1.0,1.0,D,1.0,1.0,D,M Riley,18.0,11.0,12.0,4.0,6.0,6.0,15.0,11.0,3.0,0.0,0.0,0.0,0,0,,14.965853658536586,2008,1,0,0,2.1414473684210527,1.430921052631579,1.9638157894736843,1.3486842105263157,0.8355263157894737,1.319078947368421,2.3,1.5,15.0,3.0,2,0,0.4375,0.0,425.95,134.55,,,,,,
3050,23/08/2008,Blackburn,Hull,1.0,1.0,D,1.0,1.0,D,S Attwell,12.0,7.0,5.0,4.0,6.0,3.0,11.0,15.0,0.0,1.0,0.0,0.0,1,1,"23,432",14.34,2008,2,3,3,1.3782771535580525,3.0,1.2958801498127341,2.0,1.2808988764044944,1.0,1.5,3.0,0.0,1.0,1,1,0.0,0.0,91.2,64.7,,,,,,
