Date,HomeTeam,AwayTeam,FTHG,FTAG,Attendance
27/09/2023,Aston Villa,Everton,1.0,2.0,"23,851"
27/09/2023,Blackburn,Cardiff,5.0,2.0,"5,371"
27/09/2023,Bournemouth,Stoke,2.0,0.0,"10,282"
27/09/2023,Brentford,Arsenal,0.0,1.0,"16,688"
27/09/2023,Chelsea,Brighton,1.0,0.0,"37,516"
27/09/2023,Fulham,Norwich,2.0,1.0,"12,831"
27/09/2023,Lincoln City,West Ham,0.0,1.0,"10,168"
27/09/2023,Liverpool,Leicester,3.0,1.0,"49,732"
27/09/2023,Newcastle,Man City,1.0,0.0,"51,692"
31/10/2023,Exeter City,Middlesbrough,2.0,3.0,"7,601"
01/11/2023,Bournemouth,Liverpool,1.0,2.0,"11,116"
01/11/2023,Chelsea,Blackburn,2.0,0.0,"39,548"
01/11/2023,Everton,Burnley,3.0,0.0,"38,841"
01/11/2023,Ipswich,Fulham,1.0,3.0,"28,221"
01/11/2023,Man United,Newcastle,0.0,3.0,"72,484"
01/11/2023,West Ham,Arsenal,3.0,1.0,"62,154"
19/12/2023,Chelsea,Newcastle,1.0,1.0,"38,058"
19/12/2023,Everton,Fulham,1.0,1.0,"38,715"
19/12/2023,Port Vale,Middlesbrough,0.0,3.0,"12,006"
20/12/2023,Liverpool,West Ham,5.0,1.0,"57,332"
09/01/2024,Middlesbrough,Chelsea,1.0,0.0,"32,097"
10/01/2024,Liverpool,Fulham,2.0,1.0,"56,724"
23/01/2024,Chelsea,Middlesbrough,6.0,1.0,"37,754"
24/01/2024,Fulham,Liverpool,1.0,1.0,"24,320"
25/02/2024,Chelsea,Liverpool,0.0,1.0,"88,868"
13/08/2024,Bolton,Mansfield Town,1.0,1.0,"4,131"
13/08/2024,Bristol City,Coventry,0.0,1.0,"10,940"
13/08/2024,Burton Albion,Blackpool,0.0,4.0,"1,522"
13/08/2024,Cambridge Utd,QPR,1.0,2.0,"4,529"
13/08/2024,Cardiff,Bristol Rovers,2.0,0.0,"5,718"
13/08/2024,Carlisle United,Stoke,0.0,2.0,"4,441"
13/08/2024,Charlton,Birmingham,0.0,1.0,"5,899"
13/08/2024,Colchester Utd,Reading,2.0,2.0,"3,123"
13/08/2024,Derby,Chesterfield,2.0,1.0,"8,538"
13/08/2024,Fleetwood Town,West Brom,2.0,1.0,"2,611"
13/08/2024,Grimsby Town,Bradford,1.0,1.0,"3,082"
13/08/2024,Huddersfield,Morecambe,3.0,0.0,"5,111"
13/08/2024,Norwich,Stevenage,4.0,3.0,"13,054"
13/08/2024,Portsmouth,Millwall,0.0,1.0,"13,913"
13/08/2024,Preston,Sunderland,2.0,0.0,"7,231"
13/08/2024,Sheffield United,Wrexham,4.0,2.0,"11,446"
13/08/2024,Stockport,Blackburn,1.0,6.0,"5,790"
13/08/2024,Swansea,Gillingham,3.0,1.0,"6,019"
13/08/2024,Watford,MK Dons,5.0,0.0,"6,885"
13/08/2024,Wigan,Barnsley,1.0,1.0,"1,990"
14/08/2024,Hull,Sheffield Weds,1.0,2.0,"9,281"
14/08/2024,Leeds,Middlesbrough,0.0,3.0,"35,150"
27/08/2024,Barnsley,Sheffield United,1.0,0.0,"10,739"
27/08/2024,Barrow,Derby,0.0,0.0,"3,003"
27/08/2024,Birmingham,Fulham,0.0,2.0,"11,949"
27/08/2024,Blackburn,Blackpool,1.0,2.0,"9,418"
27/08/2024,Brighton,Crawley Town,4.0,0.0,"19,175"
27/08/2024,Coventry,Oxford United,1.0,0.0,"11,808"
27/08/2024,Crystal Palace,Norwich,4.0,0.0,"12,503"
27/08/2024,Everton,Doncaster,3.0,0.0,"37,245"
27/08/2024,Leicester,Tranmere Rovers,4.0,0.0,"13,011"
27/08/2024,Middlesbrough,Stoke,0.0,5.0,"17,408"
27/08/2024,QPR,Luton,1.0,1.0,"7,132"
27/08/2024,Shrewsbury,Bolton,0.0,2.0,"3,220"
27/08/2024,Walsall,Huddersfield,3.0,2.0,"3,378"
27/08/2024,Watford,Plymouth Argyle,2.0,0.0,"8,319"
28/08/2024,AFC Wimbledon,Ipswich,2.0,2.0,"7,934"
28/08/2024,Cardiff,Southampton,3.0,5.0,"7,225"
28/08/2024,Colchester Utd,Brentford,0.0,1.0,"6,716"
28/08/2024,Nott'm Forest,Newcastle,1.0,1.0,"23,083"
28/08/2024,Swansea,Wycombe,0.0,1.0,"6,000"
28/08/2024,West Ham,Bournemouth,1.0,0.0,"47,381"
28/08/2024,Wolves,Burnley,2.0,0.0,"19,236"
17/09/2024,Blackpool,Sheffield Weds,0.0,1.0,"5,429"
17/09/2024,Brentford,Leyton Orient,3.0,1.0,"13,634"
17/09/2024,Everton,Southampton,1.0,1.0,"33,842"
17/09/2024,Man United,Barnsley,7.0,0.0,"72,063"
17/09/2024,Preston,Fulham,1.0,1.0,"5,530"
17/09/2024,QPR,Crystal Palace,1.0,2.0,"13,945"
17/09/2024,Stoke,Fleetwood Town,1.0,1.0,"8,927"
18/09/2024,Brighton,Wolves,3.0,2.0,"16,018"
18/09/2024,Coventry,Tottenham,1.0,2.0,"24,616"
24/09/2024,Chelsea,Barrow,5.0,0.0,"38,868"
24/09/2024,Man City,Watford,2.0,1.0,"40,584"
24/09/2024,Walsall,Leicester,0.0,0.0,"8,010"
24/09/2024,Wycombe,Aston Villa,1.0,2.0,"8,158"
25/09/2024,Arsenal,Bolton,5.0,1.0,"59,056"
25/09/2024,Liverpool,West Ham,5.0,1.0,"60,044"
01/10/2024,Newcastle,AFC Wimbledon,1.0,0.0,"51,739"
29/10/2024,Brentford,Sheffield Weds,1.0,1.0,"16,701"
29/10/2024,Southampton,Stoke,3.0,2.0,"16,092"
30/10/2024,Aston Villa,Crystal Palace,1.0,2.0,
30/10/2024,Brighton,Liverpool,2.0,3.0,
30/10/2024,Man United,Leicester,5.0,2.0,"73,470"
30/10/2024,Newcastle,Chelsea,2.0,0.0,"51,934"
30/10/2024,Preston,Arsenal,0.0,3.0,"21,811"
30/10/2024,Tottenham,Man City,2.0,1.0,"60,797"
18/12/2024,Arsenal,Crystal Palace,,,
18/12/2024,Newcastle,Brentford,,,
18/12/2024,Southampton,Liverpool,,,
19/12/2024,Tottenham,Man United,,,
