Date,HomeTeam,AwayTeam,FTHG,FTAG,Attendance
03/11/2015,Man United,CSKA Moscow,1,0,"75,165"
03/11/2015,Sevilla,Man City,1,3,"39,261"
04/11/2015,Bayern Munich,Arsenal,5,1,"70,000"
04/11/2015,Chelsea,Dynamo Kyiv,2,1,"41,241"
24/11/2015,Arsenal,Dinamo Zagreb,3,0,"58,978"
24/11/2015,Maccabi Tel Aviv,Chelsea,0,4,"29,121"
25/11/2015,Juventus,Man City,1,0,"38,193"
25/11/2015,Man United,PSV Eindhoven,0,0,"75,321"
08/12/2015,Man City,Gladbach,4,2,"41,829"
08/12/2015,Wolfsburg,Man United,3,2,"26,400"
09/12/2015,Chelsea,Porto,2,0,"41,096"
09/12/2015,Olympiacos,Arsenal,0,3,"31,388"
16/02/2016,Paris S-G,Chelsea,2,1,"46,505"
23/02/2016,Arsenal,Barcelona,0,2,"59,889"
24/02/2016,Dynamo Kyiv,Man City,1,3,"53,691"
09/03/2016,Chelsea,Paris S-G,1,2,"37,591"
15/03/2016,Man City,Dynamo Kyiv,0,0,"43,630"
16/03/2016,Barcelona,Arsenal,3,1,"76,092"
06/04/2016,Paris S-G,Man City,2,2,"47,228"
12/04/2016,Man City,Paris S-G,1,0,"53,039"
26/04/2016,Man City,Real Madrid,0,0,"52,221"
04/05/2016,Real Madrid,Man City,1,0,"78,300"
13/09/2016,Paris S-G,Arsenal,1,1,"46,440"
14/09/2016,Club Brugge,Leicester,0,3,"20,970"
14/09/2016,Man City,Gladbach,4,0,"30,270"
14/09/2016,Tottenham,Monaco,1,2,"85,011"
27/09/2016,CSKA Moscow,Tottenham,0,1,"26,153"
27/09/2016,Leicester,Porto,1,0,"31,805"
28/09/2016,Arsenal,Basel,2,0,"59,993"
28/09/2016,Celtic,Man City,3,3,"57,592"
18/10/2016,Leicester,FC Copenhagen,1,0,"31,037"
18/10/2016,Leverkusen,Tottenham,0,0,"28,887"
19/10/2016,Arsenal,Ludogorets,6,0,"59,944"
19/10/2016,Barcelona,Man City,4,0,"96,290"
01/11/2016,Ludogorets,Arsenal,2,3,"30,862"
01/11/2016,Man City,Barcelona,3,1,"53,340"
02/11/2016,FC Copenhagen,Leicester,0,0,"34,146"
02/11/2016,Tottenham,Leverkusen,0,1,"85,512"
22/11/2016,Leicester,Club Brugge,2,1,"31,443"
22/11/2016,Monaco,Tottenham,2,1,"13,100"
23/11/2016,Arsenal,Paris S-G,2,2,"59,628"
23/11/2016,Gladbach,Man City,1,1,"45,921"
06/12/2016,Basel,Arsenal,1,4,"36,000"
06/12/2016,Man City,Celtic,1,1,"51,297"
07/12/2016,Porto,Leicester,5,0,"39,310"
07/12/2016,Tottenham,CSKA Moscow,3,1,"62,034"
15/02/2017,Bayern Munich,Arsenal,5,1,"70,000"
21/02/2017,Man City,Monaco,5,3,"53,351"
22/02/2017,Sevilla,Leicester,2,1,"38,834"
07/03/2017,Arsenal,Bayern Munich,1,5,"59,911"
14/03/2017,Leicester,Sevilla,2,0,"31,520"
15/03/2017,Monaco,Man City,3,1,"15,700"
12/04/2017,Atlético Madrid,Leicester,1,0,"51,423"
18/04/2017,Leicester,Atlético Madrid,1,1,"31,548"
12/09/2017,Chelsea,Qarabağ,6,0,"41,150"
12/09/2017,Man United,Basel,3,0,"73,854"
13/09/2017,Feyenoord,Man City,0,4,"43,500"
13/09/2017,Liverpool,Sevilla,2,2,"52,332"
13/09/2017,Tottenham,Dortmund,3,1,"67,343"
26/09/2017,APOEL FC,Tottenham,0,3,"16,324"
26/09/2017,Man City,Shakhtar,2,0,"45,310"
26/09/2017,Spartak Moscow,Liverpool,1,1,"43,376"
27/09/2017,Atlético Madrid,Chelsea,1,2,"60,643"
28/09/2017,CSKA Moscow,Man United,1,4,"29,073"
17/10/2017,Man City,Napoli,2,1,"48,520"
17/10/2017,NK Maribor,Liverpool,0,7,"12,506"
17/10/2017,Real Madrid,Tottenham,1,1,"76,589"
18/10/2017,Benfica,Man United,0,1,"57,684"
18/10/2017,Chelsea,Roma,3,3,"41,105"
31/10/2017,Man United,Benfica,2,0,"74,437"
31/10/2017,Roma,Chelsea,3,0,"55,036"
01/11/2017,Liverpool,NK Maribor,3,0,"47,957"
01/11/2017,Napoli,Man City,2,4,"44,483"
01/11/2017,Tottenham,Real Madrid,3,1,"83,782"
21/11/2017,Dortmund,Tottenham,1,2,"65,849"
21/11/2017,Man City,Feyenoord,1,0,"43,548"
21/11/2017,Sevilla,Liverpool,3,3,"39,495"
22/11/2017,Basel,Man United,1,0,"36,000"
22/11/2017,Qarabağ,Chelsea,0,4,"67,100"
05/12/2017,Chelsea,Atlético Madrid,1,1,"40,875"
05/12/2017,Man United,CSKA Moscow,2,1,"74,669"
06/12/2017,Liverpool,Spartak Moscow,7,0,"48,779"
06/12/2017,Shakhtar,Man City,2,1,"33,154"
06/12/2017,Tottenham,APOEL FC,3,0,"42,679"
13/02/2018,Basel,Man City,0,4,"36,000"
13/02/2018,Juventus,Tottenham,2,2,"41,232"
14/02/2018,Porto,Liverpool,0,5,"47,718"
20/02/2018,Chelsea,Barcelona,1,1,"37,741"
21/02/2018,Sevilla,Man United,0,0,"39,725"
06/03/2018,Liverpool,Porto,0,0,"48,768"
07/03/2018,Man City,Basel,1,2,"49,411"
07/03/2018,Tottenham,Juventus,1,2,"84,010"
13/03/2018,Man United,Sevilla,1,2,"74,909"
14/03/2018,Barcelona,Chelsea,3,0,"97,183"
04/04/2018,Liverpool,Man City,3,0,"50,685"
10/04/2018,Man City,Liverpool,1,2,"53,461"
24/04/2018,Liverpool,Roma,5,2,"51,236"
02/05/2018,Roma,Liverpool,4,2,"61,889"
26/05/2018,Real Madrid,Liverpool,3,1,"61,561"
18/09/2018,Inter,Tottenham,2,1,"64,123"
18/09/2018,Liverpool,Paris S-G,3,2,"52,478"
19/09/2018,Man City,Lyon,1,2,"40,111"
19/09/2018,Young Boys,Man United,0,3,"31,120"
02/10/2018,Hoffenheim,Man City,1,2,"24,851"
02/10/2018,Man United,Valencia,0,0,"73,569"
03/10/2018,Napoli,Liverpool,1,0,"37,057"
03/10/2018,Tottenham,Barcelona,2,4,"82,137"
23/10/2018,Man United,Juventus,0,1,"73,946"
23/10/2018,Shakhtar,Man City,0,3,"37,106"
24/10/2018,Liverpool,Red Star,4,0,"53,024"
24/10/2018,PSV Eindhoven,Tottenham,2,2,"35,000"
06/11/2018,Red Star,Liverpool,2,0,"51,318"
06/11/2018,Tottenham,PSV Eindhoven,2,1,"46,588"
07/11/2018,Juventus,Man United,1,2,"41,470"
07/11/2018,Man City,Shakhtar,6,0,"52,286"
27/11/2018,Lyon,Man City,2,2,"56,039"
27/11/2018,Man United,Young Boys,1,0,"72,876"
28/11/2018,Paris S-G,Liverpool,2,1,"46,880"
28/11/2018,Tottenham,Inter,1,0,"57,132"
11/12/2018,Barcelona,Tottenham,1,1,"69,961"
11/12/2018,Liverpool,Napoli,1,0,"52,015"
12/12/2018,Man City,Hoffenheim,2,1,"50,411"
12/12/2018,Valencia,Man United,2,1,"36,544"
12/02/2019,Man United,Paris S-G,0,2,"74,054"
13/02/2019,Tottenham,Dortmund,3,0,"71,214"
19/02/2019,Liverpool,Bayern Munich,0,0,"52,250"
20/02/2019,Schalke 04,Man City,2,3,"54,417"
05/03/2019,Dortmund,Tottenham,0,1,"66,099"
06/03/2019,Paris S-G,Man United,1,3,"47,441"
12/03/2019,Man City,Schalke 04,7,0,"51,518"
13/03/2019,Bayern Munich,Liverpool,1,3,"68,145"
09/04/2019,Liverpool,Porto,2,0,"52,465"
09/04/2019,Tottenham,Man City,1,0,"60,044"
10/04/2019,Man United,Barcelona,0,1,"74,093"
16/04/2019,Barcelona,Man United,3,0,"96,708"
17/04/2019,Man City,Tottenham,4,3,"53,348"
17/04/2019,Porto,Liverpool,1,4,"49,117"
30/04/2019,Tottenham,Ajax,0,1,"60,243"
01/05/2019,Barcelona,Liverpool,3,0,"98,299"
07/05/2019,Liverpool,Barcelona,4,0,"55,212"
08/05/2019,Ajax,Tottenham,2,3,"52,641"
01/06/2019,Tottenham,Liverpool,0,2,"63,272"
17/09/2019,Chelsea,Valencia,0,1,"39,469"
17/09/2019,Napoli,Liverpool,2,0,"38,878"
18/09/2019,Olympiacos,Tottenham,2,2,"31,001"
18/09/2019,Shakhtar,Man City,0,3,"36,675"
01/10/2019,Man City,Dinamo Zagreb,2,0,"49,046"
01/10/2019,Tottenham,Bayern Munich,2,7,"60,127"
02/10/2019,Lille,Chelsea,1,2,"48,523"
02/10/2019,Liverpool,RB Salzburg,4,3,"52,243"
22/10/2019,Man City,Atalanta,5,1,"49,308"
22/10/2019,Tottenham,Red Star,5,0,"51,743"
23/10/2019,Ajax,Chelsea,0,1,"52,482"
23/10/2019,Genk,Liverpool,1,4,"19,626"
05/11/2019,Chelsea,Ajax,4,4,"39,132"
05/11/2019,Liverpool,Genk,2,1,"52,611"
06/11/2019,Atalanta,Man City,1,1,"34,326"
06/11/2019,Red Star,Tottenham,0,4,"42,381"
26/11/2019,Man City,Shakhtar,1,1,"52,020"
26/11/2019,Tottenham,Olympiacos,4,2,"57,024"
27/11/2019,Liverpool,Napoli,1,1,"52,128"
27/11/2019,Valencia,Chelsea,2,2,"43,486"
10/12/2019,Chelsea,Lille,2,1,"40,016"
10/12/2019,RB Salzburg,Liverpool,0,2,"29,520"
11/12/2019,Bayern Munich,Tottenham,3,1,"66,353"
11/12/2019,Dinamo Zagreb,Man City,1,4,"29,385"
18/02/2020,Atlético Madrid,Liverpool,1,0,"67,443"
19/02/2020,Tottenham,RB Leipzig,0,1,"60,095"
25/02/2020,Chelsea,Bayern Munich,0,3,"36,761"
26/02/2020,Real Madrid,Man City,1,2,"75,615"
10/03/2020,RB Leipzig,Tottenham,3,0,"42,146"
11/03/2020,Liverpool,Atlético Madrid,2,3,"52,267"
07/08/2020,Man City,Real Madrid,2,1,0
08/08/2020,Bayern Munich,Chelsea,4,1,0
15/08/2020,Man City,Lyon,1,3,0
20/10/2020,Chelsea,Sevilla,0,0,0
20/10/2020,Paris S-G,Man United,1,2,0
21/10/2020,Ajax,Liverpool,0,1,0
21/10/2020,Man City,Porto,3,1,0
27/10/2020,Liverpool,Midtjylland,2,0,0
27/10/2020,Marseille,Man City,0,3,0
28/10/2020,Krasnodar,Chelsea,0,4,"10,544"
28/10/2020,Man United,RB Leipzig,5,0,577
03/11/2020,Atalanta,Liverpool,0,5,0
03/11/2020,Man City,Olympiacos,3,0,0
04/11/2020,Başakşehir,Man United,2,1,350
04/11/2020,Chelsea,Rennes,3,0,0
24/11/2020,Man United,Başakşehir,4,1,545
24/11/2020,Rennes,Chelsea,1,2,0
25/11/2020,Liverpool,Atalanta,0,2,0
25/11/2020,Olympiacos,Man City,0,1,0
01/12/2020,Liverpool,Ajax,1,0,0
01/12/2020,Porto,Man City,0,0,0
02/12/2020,Man United,Paris S-G,1,3,0
02/12/2020,Sevilla,Chelsea,0,4,0
08/12/2020,Chelsea,Krasnodar,1,1,"2,000"
08/12/2020,RB Leipzig,Man United,3,2,0
09/12/2020,Man City,Marseille,3,0,0
09/12/2020,Midtjylland,Liverpool,1,1,0
16/02/2021,RB Leipzig,Liverpool,0,2,0
23/02/2021,Atlético Madrid,Chelsea,0,1,0
24/02/2021,Gladbach,Man City,0,2,0
10/03/2021,Liverpool,RB Leipzig,2,0,0
16/03/2021,Man City,Gladbach,2,0,0
17/03/2021,Chelsea,Atlético Madrid,2,0,0
06/04/2021,Man City,Dortmund,2,1,0
06/04/2021,Real Madrid,Liverpool,3,1,0
07/04/2021,Porto,Chelsea,0,2,0
13/04/2021,Chelsea,Porto,0,1,0
14/04/2021,Dortmund,Man City,1,2,0
14/04/2021,Liverpool,Real Madrid,0,0,0
27/04/2021,Real Madrid,Chelsea,1,1,0
28/04/2021,Paris S-G,Man City,1,2,0
04/05/2021,Man City,Paris S-G,2,0,0
05/05/2021,Chelsea,Real Madrid,2,0,0
29/05/2021,Man City,Chelsea,0,1,"14,110"
14/09/2021,Chelsea,Zenit,1,0,"39,252"
14/09/2021,Young Boys,Man United,2,1,"31,120"
15/09/2021,Liverpool,Milan,3,2,"51,445"
15/09/2021,Man City,RB Leipzig,6,3,"38,062"
28/09/2021,Paris S-G,Man City,2,0,"37,350"
28/09/2021,Porto,Liverpool,1,5,"23,520"
29/09/2021,Juventus,Chelsea,1,0,"19,934"
29/09/2021,Man United,Villarreal,2,1,"73,130"
19/10/2021,Atlético Madrid,Liverpool,2,3,"60,725"
19/10/2021,Club Brugge,Man City,1,5,"24,915"
20/10/2021,Chelsea,Malmö,4,0,"39,095"
20/10/2021,Man United,Atalanta,3,2,"72,279"
02/11/2021,Atalanta,Man United,2,2,"14,443"
02/11/2021,Malmö,Chelsea,0,1,"19,551"
03/11/2021,Liverpool,Atlético Madrid,2,0,"51,347"
03/11/2021,Man City,Club Brugge,4,1,"50,228"
23/11/2021,Chelsea,Juventus,4,0,"39,513"
23/11/2021,Villarreal,Man United,0,2,"20,875"
24/11/2021,Liverpool,Porto,2,0,"52,209"
24/11/2021,Man City,Paris S-G,2,1,"52,030"
07/12/2021,Milan,Liverpool,1,2,"56,237"
07/12/2021,RB Leipzig,Man City,2,1,0
08/12/2021,Man United,Young Boys,1,1,"73,156"
08/12/2021,Zenit,Chelsea,3,3,"29,349"
15/02/2022,Sporting CP,Man City,0,5,"48,129"
16/02/2022,Inter,Liverpool,0,2,"37,918"
22/02/2022,Chelsea,Lille,2,0,"38,832"
23/02/2022,Atlético Madrid,Man United,1,1,"63,273"
08/03/2022,Liverpool,Inter,0,1,"51,747"
09/03/2022,Man City,Sporting CP,0,0,"51,213"
15/03/2022,Man United,Atlético Madrid,0,1,"73,008"
16/03/2022,Lille,Chelsea,1,2,"49,048"
05/04/2022,Benfica,Liverpool,1,3,"59,633"
05/04/2022,Man City,Atlético Madrid,1,0,"52,018"
06/04/2022,Chelsea,Real Madrid,1,3,"38,689"
12/04/2022,Real Madrid,Chelsea,2,3,"59,839"
13/04/2022,Atlético Madrid,Man City,0,0,"65,675"
13/04/2022,Liverpool,Benfica,3,3,"51,373"
26/04/2022,Man City,Real Madrid,4,3,"52,217"
27/04/2022,Liverpool,Villarreal,2,0,"51,586"
03/05/2022,Villarreal,Liverpool,2,3,"23,665"
04/05/2022,Real Madrid,Man City,3,1,"61,416"
28/05/2022,Liverpool,Real Madrid,0,1,"75,000"
06/09/2022,Dinamo Zagreb,Chelsea,1,0,"20,607"
06/09/2022,Sevilla,Man City,0,4,"38,764"
07/09/2022,Napoli,Liverpool,4,1,"51,793"
07/09/2022,Tottenham,Marseille,2,0,"57,367"
13/09/2022,Liverpool,Ajax,2,1,"52,387"
13/09/2022,Sporting CP,Tottenham,2,0,"39,899"
14/09/2022,Chelsea,RB Salzburg,1,1,"38,818"
14/09/2022,Man City,Dortmund,2,1,"50,441"
04/10/2022,Eint Frankfurt,Tottenham,0,0,"50,500"
04/10/2022,Liverpool,Rangers,2,0,"49,512"
05/10/2022,Chelsea,Milan,3,0,"39,537"
05/10/2022,Man City,FC Copenhagen,5,0,"51,765"
11/10/2022,FC Copenhagen,Man City,0,0,"35,447"
11/10/2022,Milan,Chelsea,0,2,"75,051"
12/10/2022,Rangers,Liverpool,1,7,"48,820"
12/10/2022,Tottenham,Eint Frankfurt,3,2,"55,180"
25/10/2022,Dortmund,Man City,0,0,"81,000"
25/10/2022,RB Salzburg,Chelsea,1,2,"29,520"
26/10/2022,Ajax,Liverpool,0,3,"53,327"
26/10/2022,Tottenham,Sporting CP,1,1,"59,588"
01/11/2022,Liverpool,Napoli,2,0,"52,077"
01/11/2022,Marseille,Tottenham,1,2,"50,768"
02/11/2022,Chelsea,Dinamo Zagreb,2,1,"39,392"
02/11/2022,Man City,Sevilla,3,1,"51,610"
14/02/2023,Milan,Tottenham,1,0,"74,320"
15/02/2023,Dortmund,Chelsea,1,0,"81,365"
21/02/2023,Liverpool,Real Madrid,2,5,"52,337"
22/02/2023,RB Leipzig,Man City,1,1,"45,228"
07/03/2023,Chelsea,Dortmund,2,0,"38,882"
08/03/2023,Tottenham,Milan,0,0,"61,602"
14/03/2023,Man City,RB Leipzig,7,0,"52,038"
15/03/2023,Real Madrid,Liverpool,1,0,"63,127"
11/04/2023,Man City,Bayern Munich,3,0,"52,257"
12/04/2023,Real Madrid,Chelsea,2,0,"63,142"
18/04/2023,Chelsea,Real Madrid,0,2,"39,453"
19/04/2023,Bayern Munich,Man City,1,1,"75,000"
09/05/2023,Real Madrid,Man City,1,1,"63,485"
17/05/2023,Man City,Real Madrid,4,0,"52,313"
10/06/2023,Man City,Inter,1,0,"71,412"
19/09/2023,Man City,Red Star,3,1,"50,204"
19/09/2023,Milan,Newcastle,0,0,"65,695"
20/09/2023,Arsenal,PSV Eindhoven,4,0,"58,860"
20/09/2023,Bayern Munich,Man United,4,3,"75,000"
03/10/2023,Lens,Arsenal,2,1,"37,040"
03/10/2023,Man United,Galatasaray,2,3,"73,204"
04/10/2023,Newcastle,Paris S-G,4,1,"52,009"
04/10/2023,RB Leipzig,Man City,1,3,"45,228"
24/10/2023,Man United,FC Copenhagen,1,0,"73,249"
24/10/2023,Sevilla,Arsenal,1,2,"39,595"
25/10/2023,Newcastle,Dortmund,0,1,"52,024"
25/10/2023,Young Boys,Man City,1,3,"31,500"
07/11/2023,Dortmund,Newcastle,2,0,"81,365"
07/11/2023,Man City,Young Boys,3,0,"51,049"
08/11/2023,Arsenal,Sevilla,2,0,"60,024"
08/11/2023,FC Copenhagen,Man United,4,3,"36,099"
28/11/2023,Man City,RB Leipzig,3,2,"51,402"
28/11/2023,Paris S-G,Newcastle,1,1,"46,435"
29/11/2023,Arsenal,Lens,6,0,"59,987"
29/11/2023,Galatasaray,Man United,3,3,"51,733"
12/12/2023,Man United,Bayern Munich,0,1,"73,073"
12/12/2023,PSV Eindhoven,Arsenal,1,1,"35,000"
13/12/2023,Newcastle,Milan,1,2,"52,037"
13/12/2023,Red Star,Man City,2,3,"49,443"
13/02/2024,FC Copenhagen,Man City,1,3,"35,853"
21/02/2024,Porto,Arsenal,1,0,"49,111"
06/03/2024,Man City,FC Copenhagen,3,1,"51,531"
12/03/2024,Arsenal,Porto,(,),"60,257"
09/04/2024,Arsenal,Bayern Munich,2,2,"60,221"
09/04/2024,Real Madrid,Man City,3,3,"76,680"
17/04/2024,Bayern Munich,Arsenal,1,0,"75,000"
17/04/2024,Man City,Real Madrid,(,),"52,306"
17/09/2024,Milan,Liverpool,1.0,3.0,"59,826"
17/09/2024,Young Boys,Aston Villa,0.0,3.0,"31,500"
18/09/2024,Man City,Inter,0.0,0.0,"50,922"
19/09/2024,Atalanta,Arsenal,0.0,0.0,"22,858"
01/10/2024,Arsenal,Paris S-G,2.0,0.0,"60,103"
01/10/2024,Slovan Bratislava,Man City,0.0,4.0,"22,500"
02/10/2024,Aston Villa,Bayern Munich,1.0,0.0,"38,991"
02/10/2024,Liverpool,Bologna,2.0,0.0,"59,816"
22/10/2024,Arsenal,Shakhtar,1.0,0.0,"59,594"
22/10/2024,Aston Villa,Bologna,2.0,0.0,"41,847"
23/10/2024,Man City,Sparta Prague,5.0,0.0,"50,116"
23/10/2024,RB Leipzig,Liverpool,0.0,1.0,"45,228"
05/11/2024,Liverpool,Leverkusen,4.0,0.0,"59,790"
05/11/2024,Sporting CP,Man City,4.0,1.0,"47,453"
06/11/2024,Club Brugge,Aston Villa,1.0,0.0,"23,466"
06/11/2024,Inter,Arsenal,1.0,0.0,0
26/11/2024,Man City,Feyenoord,,,0
26/11/2024,Sporting CP,Arsenal,,,0
27/11/2024,Aston Villa,Juventus,,,0
27/11/2024,Liverpool,Real Madrid,,,0
10/12/2024,Girona,Liverpool,,,0
10/12/2024,RB Leipzig,Aston Villa,,,0
11/12/2024,Arsenal,Monaco,,,0
11/12/2024,Juventus,Man City,,,0
21/01/2025,Liverpool,Lille,,,0
21/01/2025,Monaco,Aston Villa,,,0
22/01/2025,Arsenal,Dinamo Zagreb,,,0
22/01/2025,Paris S-G,Man City,,,0
29/01/2025,Aston Villa,Celtic,,,0
29/01/2025,Girona,Arsenal,,,0
29/01/2025,Man City,Club Brugge,,,0
29/01/2025,PSV Eindhoven,Liverpool,,,0
